DOC_CD,DOC_DEPT_CD,DOC_ID,DOC_VERS_NO,DOC_DSCR,CONTRACT_SYNOPSIS,CONTRACT_CONTACT_NM,CONTRACT_CONTACT_VOICE_PH_NO,CONTRACT_CONTACT_EMAIL_AD,MA_PRCH_LMT_AM,MA_ITD_ORD_AM,MA_DO_RFED_AM,EFBGN_DT,EFEND_DT,GNRC_PO_RPT_1,RPT_DSCR,BRD_AWD_DT,BRD_AWD_NO,CAT_DSCR,DOC_VEND_LN_NO,VEND_CUST_CD,LGL_NM,ALIAS_NM,SO_DOC_CD,SO_DOC_DEPT_CD,SO_DOC_ID,TODAY,ROW_KEY
CT,6100,19052100452,1,ROSEWOOD NEIGHBORHOOD PARK - POOL BATHHOUSE REBID,,Contract and Land Management Department,unknown,unknown,733400,733400,44776.62,05/21/2019,,10,Competitive Acquisition,04/27/0019,8,Construction,1,V00000913913,"HSUEQUITY, INC.",N/A,IFB,6100,CLMC729A,09/23/2019,CT6100190521004521V00000913913
CT,6100,19071800626,1,WEST ALLANDALE AND TRAILRIDGE DRIVE UTILITY LINE RENEWAL,,Contract and Land Management Department,unknown,unknown,4558390,4558390,0,07/19/2019,,10,Competitive Acquisition,06/21/0019,6,Construction,1,SAN8316404,SANTA CLARA CONSTRUCTION LTD,N/A,IFB,6100,CLMC734,09/23/2019,CT6100190718006261SAN8316404
CT,6100,19072600657,1,FAULK CENTRAL LIBRARY ROOF REPLACEMENT (CSP),,Contract and Land Management Department,unknown,unknown,828245,828245,0,08/01/2019,,15,Alt Proc Method (252),06/21/0019,14,Other Contracting,1,V00000905269,LD TEBBEN COMPANY INC,N/A,CSP,6100,CLMB330,09/23/2019,CT6100190726006571V00000905269
CT,6100,19080800698,1,ABIA CONSOLIDATED MAINTENANCE FACILITY,,Contract and Land Management Department,unknown,unknown,60847977,60847977,333073.8,08/09/2019,,10,Competitive Acquisition,05/25/0019,8,Construction,1,V00000948885,JE DUNN CONSTRUCTION COMPANY,N/A,CSP,6100,CLMB329,09/23/2019,CT6100190808006981V00000948885
CT,6100,19081200705,1,FUTURE DOWNTOWN SUBSTATION WASTEWATER RELOCATION,,Contract and Land Management Department,unknown,unknown,594021,594021,0,08/23/2019,,10,Competitive Acquisition,08/10/0019,12,Construction,1,FAC8317993,FACILITIES REHABILITATION INC,N/A,IFB,6100,CLMC728,09/23/2019,CT6100190812007051FAC8317993
CT,6100,19082200757,1,ACC HIGHLAND CHILLED WATER PLANT,,Contract and Land Management Department,unknown,unknown,24380000,24380000,0,08/23/2019,,10,Competitive Acquisition,08/24/0019,16,Construction,1,VC0000103145,FLINTCO LLC,N/A,IFB,6100,CLMC730,09/23/2019,CT6100190822007571VC0000103145
CT,6100,19082200759,1,EAST AUSTIN NEIGHBORHOOD CENTER ROOF REPLACEMENT,,Contract and Land Management Department,unknown,unknown,609629,609629,0,08/23/2019,,10,Competitive Acquisition,08/10/0019,9,Construction,1,V00000905269,LD TEBBEN COMPANY INC,N/A,IFB,6100,CLMC731,09/23/2019,CT6100190822007591V00000905269
CT,6100,19090600826,1,WALSH BOAT LANDING - SITE IMPROVEMENTS,,Contract and Land Management Department,unknown,unknown,1112766.37,1112766.37,0,09/09/2019,,10,Competitive Acquisition,08/10/0019,8,Construction,1,V00000957179,"RIDER CONSTRUCTION GROUP, LLC",N/A,IFB,6100,CLMC732,09/23/2019,CT6100190906008261V00000957179
CT,6800,18092500782,3,MODIFIED SHIPPING CONTAINERS,,Central Purchasing Office Receptionist,5129742500,purchinfo@austintexas.gov,48400,48400,32733.67,09/28/2018,,10,Competitive Acquisition,,ADMIN,Commodities (Goods),1,V00000937446,RB DEVELOP,N/A,RFQ,6800,MHJ2003,09/23/2019,CT6800180925007823V00000937446
CT,6800,19031100305,1,COMMUNITY ENGAGEMENT AROUND HISTORIC PRESERVATION,,Central Purchasing Office Receptionist,5129742500,purchinfo@austintexas.gov,19724,19724,13152.15,03/11/2019,,10,Competitive Acquisition,,ADMN,Non-Professional Services,1,VS0000024713,CULTURAL STRATEGIES INC.,CULTURAL STRATEGIES,RFQ,6800,SSC2005REBID,09/23/2019,CT6800190311003051VS0000024713
CT,6800,19071800617,1,"HISTORIC BUILDING SURVEY FOR UNIVERSITY, WINDSOR, HYDE PARK",,Central Purchasing Office Receptionist,5129742500,purchinfo@austintexas.gov,160387,160387,0,08/19/2019,,10,Competitive Acquisition,08/10/0019,61,Professional Services,1,VS0000014524,"HHM & ASSOCIATES, INC.",N/A,RFP,6800,LNH3006,09/23/2019,CT6800190718006171VS0000014524
CT,7800,19022700274,1,2019 APD MOTORCYCLES,,Central Purchasing Office Receptionist,5129742500,purchinfo@austintexas.gov,155875.68,155875.68,0,04/16/2019,,10,Competitive Acquisition,04/13/0019,16,Commodities (Goods),1,WOO5218250,WOODS FUN CENTER INC,BMW MOTORCYCLES OF AUSTIN,IFB,7800,MMO1008,09/23/2019,CT7800190227002741WOO5218250
CT,7800,19051000435,1,HEAVY DUTY AUTOMOTIVE LIFTS,,Central Purchasing Office Receptionist,5129742500,purchinfo@austintexas.gov,162160,162160,0,06/20/2019,,10,Competitive Acquisition,06/22/0019,51,Commodities (Goods),1,VS0000011340,"REEDER DISTRIBUTORS, INC.",N/A,IFB,7800,MMO1009,09/23/2019,CT7800190510004351VS0000011340
CT,8700,19073000665,1,VACUUM METAL DEPOSITION,,Central Purchasing Office Receptionist,5129742500,purchinfo@austintexas.gov,71357,71357,0,08/23/2019,,10,Competitive Acquisition,08/24/0019,49,Commodities (Goods),1,V00000949369,PKJ INTERNATIONAL LLC,N/A,IFB,8700,BRS1006,09/23/2019,CT8700190730006651V00000949369
CT,8700,19073000666,2,"RIFLES, PARTS & ACCESSORIES",,Central Purchasing Office Receptionist,5129742500,purchinfo@austintexas.gov,59693.5,59693.5,0,09/06/2019,,10,Competitive Acquisition,09/08/0019,ADMIN,Commodities (Goods),1,V00000954517,COLORADO SUNRISE HOLDINGS LLC,TK TACTICAL FIREARMS,IFB,8700,BRS1005,09/23/2019,CT8700190730006662V00000954517
CT,8700,19080700692,1,PORTABLE/HANDHELD RAMAN SPECTROSCOPY ANALYZER,,Central Purchasing Office Receptionist,5129742500,purchinfo@austintexas.gov,83716,83716,0,09/04/2019,,10,Competitive Acquisition,08/24/0019,51,Commodities (Goods),1,V00000929998,BRINKMANN INSTRUMENTS INC.,METROHM USA INC,IFB,8700,LMI1000,09/23/2019,CT8700190807006921V00000929998
CT,8700,19080700693,1,LIQUID CHROMATOGRAPH MASS SPECTROMETER,,Central Purchasing Office Receptionist,5129742500,purchinfo@austintexas.gov,243877.9,243877.9,0,09/06/2019,,10,Competitive Acquisition,08/24/0019,52,Commodities (Goods),1,SHI7011100,SHIMADZU SCIENTIFIC INSTRUMENTS INC,N/A,IFB,8700,LMI1001,09/23/2019,CT8700190807006931SHI7011100
MA,1100,GA130000072,7,ANNUAL AGREEMENT FOR VERSA TECH RECLOSER,,Central Purchasing Office Receptionist,(512) 974-2500,purchinfo@austintexas.gov,721500,212750,212750,04/29/2013,04/28/2019,10,Competitive Acquisition,04/27/0013,42,Commodities (Goods),1,TEC4570250,TECHLINE INC,N/A,IFB,1100,GGU0114,09/23/2019,MA1100GA1300000727TEC4570250
MA,1100,GA150000078,2,FILTERS REPLACEMENT  FOR SANDHILL TURBINES,,Central Purchasing Office Receptionist,(512) 974-2500,purchinfo@austintexas.gov,400000,143993.16,143993.16,06/30/2015,06/29/2022,10,Competitive Acquisition,,,Commodities (Goods),1,REA8323180,RISCO SUPPLY CO INC,RISCO SUPPLY CO,IFB,1100,GGU0146,09/23/2019,MA1100GA1500000782REA8323180
MA,1100,GA160000004,5,PADLOCKS HIGH SECURITY,,Central Purchasing Office Receptionist,(512) 974-2500,purchinfo@austintexas.gov,94346.4,58007.7,58007.7,10/07/2015,10/06/2019,10,Competitive Acquisition,,,Commodities (Goods),1,WIL5181500,THE WILSON BOHANNAN CO,THE WILSON BOHANNAN PADLOCK COMPANY,IFB,1100,GGU0151,09/23/2019,MA1100GA1600000045WIL5181500
MA,1100,GA170000062,1,"VEHICLES, MOUNTED EQUIPMENT, CRANES MUNICIPAL LEASE",,Central Purchasing Office Receptionist,(512) 974-2500,purchinfo@austintexas.gov,21000000,1026147.64,1025570.43,08/10/2017,08/09/2022,10,Competitive Acquisition,08/05/0017,47,Commodities (Goods),1,ALT0162000,ALTEC INDUSTRIES INC,N/A,RFP,1100,GGU0103,09/23/2019,MA1100GA1700000621ALT0162000
MA,1100,GA180000017,5,SWITCHGEARS AIR INSULATED,,Central Purchasing Office Receptionist,(512) 974-2500,purchinfo@austintexas.gov,1517340,215800,116800,12/13/2017,12/12/2019,10,Competitive Acquisition,12/09/0017,43,Commodities (Goods),2,PRI3766500,PRIESTER-MELL & NICHOLSON INC.,N/A,IFB,1100,GGU0166,09/23/2019,MA1100GA1800000175PRI3766500
MA,1100,GA180000017,5,SWITCHGEARS AIR INSULATED,,Central Purchasing Office Receptionist,(512) 974-2500,purchinfo@austintexas.gov,1517340,215800,116800,12/13/2017,12/12/2019,10,Competitive Acquisition,12/09/0017,43,Commodities (Goods),1,VS0000000027,PRIESTER-MELL & NICHOLSON INC.,PRIESTER-MELL & NICHOLSON INC.,IFB,1100,GGU0166,09/23/2019,MA1100GA1800000175VS0000000027
MA,1100,GA180000043,2,STATION POST INSULATORS,,Central Purchasing Office Receptionist,(512) 974-2500,purchinfo@austintexas.gov,88000,48000,0,04/24/2018,04/23/2019,10,Competitive Acquisition,04/14/0018,17,Commodities (Goods),1,PRI3766500,PRIESTER-MELL & NICHOLSON INC.,N/A,IFB,1100,DNJ0146,09/23/2019,MA1100GA1800000432PRI3766500
MA,1100,GR170000001,2,SALE OF USED/OBSOLETE TRANSFORMERS,,Central Purchasing Office Receptionist,(512) 974-2500,purchinfo@austintexas.gov,0.02,0,0,02/04/2017,02/03/2020,10,Competitive Acquisition,01/28/0017,29,Non-Professional Services,1,SOL4297750,SOLOMON CORP,N/A,IFB,1100,GGH0182,09/23/2019,MA1100GR1700000012SOL4297750
MA,1100,GS180000004,2,HEAVY HAUL SERVICES,,Central Purchasing Office Receptionist,(512) 974-2500,purchinfo@austintexas.gov,1158750,75990,44490,04/24/2018,04/23/2020,10,Competitive Acquisition,04/14/0018,16,Commodities (Goods),1,VS0000017828,H BROWN INC,N/A,IFB,1100,DNJ0140,09/23/2019,MA1100GS1800000042VS0000017828
MA,1100,NA160000116,2,POWER PLANT INSULATION AND HEAT TRACE SERVICES,,Central Purchasing Office Receptionist,(512) 974-2500,purchinfo@austintexas.gov,2561000,2373240.34,2210077.34,06/22/2016,06/21/2022,10,Competitive Acquisition,05/21/0016,22,Non-Professional Services,1,V00000931508,BRACE INTEGRATED SERVICES INC,N/A,RFP,1100,NST0408,09/23/2019,MA1100NA1600001162V00000931508
MA,1100,NA170000064,2,AUTHORIZED INSPECTOR SERVICES FOR BOILER CODE WORK,,Central Purchasing Office Receptionist,(512) 974-2500,purchinfo@austintexas.gov,56000,0,0,01/11/2017,01/10/2020,10,Competitive Acquisition,,,Non-Professional Services,1,V00000916490,"TUV RHEINLAND AIA SERVICES, LLC",N/A,RFQS,1100,CAK0009,09/23/2019,MA1100NA1700000642V00000916490
MA,1100,NA170000209,1,BATTERY MONITORING SYSTEM & INSTALLATION,,Central Purchasing Office Receptionist,(512) 974-2500,purchinfo@austintexas.gov,1234000,967071.8,440193.4,08/29/2017,08/28/2022,10,Competitive Acquisition,08/05/0017,34,Non-Professional Services,1,V00000944603,DIEBOLD POWER SOLUTIONS LLC,N/A,RFP,1100,CAK0018,09/23/2019,MA1100NA1700002091V00000944603
MA,1100,NA180000069,2,ETRM SOFTWARE SOLICITATION CONSULTANT,,Central Purchasing Office Receptionist,(512) 974-2500,purchinfo@austintexas.gov,59000,35375,35375,01/24/2018,03/31/2019,10,Competitive Acquisition,01/25/0018,,Non-Professional Services,1,V00000908210,AETHER ADVISORS LLC,AETHER ADVISORS,RFP,1100,CAK0021,09/23/2019,MA1100NA1800000692V00000908210
MA,1100,NA180000102,2,GAS TURBINE MAINTENANCE,,Central Purchasing Office Receptionist,(512) 974-2500,purchinfo@austintexas.gov,13600000,3848273.59,2448069.79,05/23/2018,05/22/2020,10,Competitive Acquisition,09/02/0017,43,Non-Professional Services,1,VS0000035558,MTU MAINTENANCE BERLIN-BRANDENBURG GMBH,MTU MAINTENANCE,RFP,1100,CAK0014,09/23/2019,MA1100NA1800001022VS0000035558
MA,1100,NA180000102,2,GAS TURBINE MAINTENANCE,,Central Purchasing Office Receptionist,(512) 974-2500,purchinfo@austintexas.gov,13600000,3848273.59,2448069.79,05/23/2018,05/22/2020,10,Competitive Acquisition,09/02/0017,43,Non-Professional Services,3,WOO8318905,WOOD GROUP PRATT & WHITNEY,WOOD GROUP GAS TURBINES,RFP,1100,CAK0014,09/23/2019,MA1100NA1800001022WOO8318905
MA,1100,NA180000174,2,HEARING OFFICER SERVICES FOR MULTIPLE CITY DEPARTMENTS,,Central Purchasing Office Receptionist,(512) 974-2500,purchinfo@austintexas.gov,400000,63600,3787.5,11/30/2018,11/29/2020,10,Competitive Acquisition,11/17/0018,29,Non-Professional Services,1,NOR8319861,BRAD NORTON,N/A,RFQS,1100,SMB4001,09/23/2019,MA1100NA1800001742NOR8319861
MA,1100,NA180000174,2,HEARING OFFICER SERVICES FOR MULTIPLE CITY DEPARTMENTS,,Central Purchasing Office Receptionist,(512) 974-2500,purchinfo@austintexas.gov,400000,63600,3787.5,11/30/2018,11/29/2020,10,Competitive Acquisition,11/17/0018,29,Non-Professional Services,2,V00000908703,RONALD LUTHER JOHNSON,N/A,RFQS,1100,SMB4001,09/23/2019,MA1100NA1800001742V00000908703
MA,1100,NA180000175,1,"COLLECTION OF DELINQUENT UTILITY ACCOUNTS, TERTIARY LEVEL",,Central Purchasing Office Receptionist,(512) 974-2500,purchinfo@austintexas.gov,1000000,50000,0,11/19/2018,11/18/2020,10,Competitive Acquisition,11/17/0018,30,Non-Professional Services,1,VS0000019709,"CONTRACT CALLERS, INC.",N/A,RFP,1100,SMB3001,09/23/2019,MA1100NA1800001751VS0000019709
MA,1100,NA180000181,1,FLYWHEEL PREVENTATIVE MAINTENANCE AND CORRECTIVE REPAIRS,,Central Purchasing Office Receptionist,(512) 974-2500,purchinfo@austintexas.gov,305000,35317.89,0,01/03/2019,01/02/2024,10,Competitive Acquisition,,,Non-Professional Services,1,VC0000102398,EATON CORPORATION,N/A,RFP,1100,JXP0506,09/23/2019,MA1100NA1800001811VC0000102398
MA,1100,NA190000019,1,ENERGY EFFICIENCY DATA MANAGEMENT AND REPORTING SERVICES,,Central Purchasing Office Receptionist,(512) 974-2500,purchinfo@austintexas.gov,400000,0,0,12/20/2018,12/19/2019,10,Competitive Acquisition,12/15/0018,33,Non-Professional Services,1,DIR8307548,DIRECTAPPS INC,DIRECT TECHNOLOGY,RFP,1100,SMB3000,09/23/2019,MA1100NA1900000191DIR8307548
MA,1100,NA190000021,2,SOIL REMEDIATION AND EQUIPMENT DECONTAMINATION,,Central Purchasing Office Receptionist,(512) 974-2500,purchinfo@austintexas.gov,2000000,0,0,12/20/2018,12/19/2023,10,Competitive Acquisition,10/06/0018,21,Non-Professional Services,3,V00000911131,STERICYCLE ENVIRONMENTAL SOLUTIONS INC,N/A,RFQS,1100,CAK0025,09/23/2019,MA1100NA1900000212V00000911131
MA,1100,NA190000021,2,SOIL REMEDIATION AND EQUIPMENT DECONTAMINATION,,Central Purchasing Office Receptionist,(512) 974-2500,purchinfo@austintexas.gov,2000000,0,0,12/20/2018,12/19/2023,10,Competitive Acquisition,10/06/0018,21,Non-Professional Services,1,V00000921090,GRUENE ENVIRONMENTAL COMPANIES LLP,GRUENE ENVIRONMENTAL CONSTRUCTION LP,RFQS,1100,CAK0025,09/23/2019,MA1100NA1900000212V00000921090
MA,1100,NA190000021,2,SOIL REMEDIATION AND EQUIPMENT DECONTAMINATION,,Central Purchasing Office Receptionist,(512) 974-2500,purchinfo@austintexas.gov,2000000,0,0,12/20/2018,12/19/2023,10,Competitive Acquisition,10/06/0018,21,Non-Professional Services,2,VC0000103236,PROGRESSIVE ENVIRONMENTAL SERVICES INC,SWS ENVIRONMENTAL SERVICES,RFQS,1100,CAK0025,09/23/2019,MA1100NA1900000212VC0000103236
MA,1500,GA140000097,10,SUPPLY AGREEMENT FOR INDOOR RECYCLING CONTAINERS,,Central Purchasing Office Receptionist,(512) 974-2500,purchinfo@austintexas.gov,540000,92194.93,65654.93,07/02/2014,07/01/2020,10,Competitive Acquisition,06/28/0014,46,Commodities (Goods),1,V00000901988,BUSCH SYSTEMS INTERNATIONAL INC.,N/A,IFB,1500,JRD0010,09/23/2019,MA1500GA14000009710V00000901988
MA,1500,GA140000097,10,SUPPLY AGREEMENT FOR INDOOR RECYCLING CONTAINERS,,Central Purchasing Office Receptionist,(512) 974-2500,purchinfo@austintexas.gov,540000,92194.93,65654.93,07/02/2014,07/01/2020,10,Competitive Acquisition,06/28/0014,46,Commodities (Goods),2,V00000921047,IPL INC.,N/A,IFB,1500,JRD0010,09/23/2019,MA1500GA14000009710V00000921047
MA,1500,GA190000008,1,BUCKETS AND LIDS FOR RE-BLENDED PAINT PROGRAM AND FOOD SCRAP,,Central Purchasing Office Receptionist,(512) 974-2500,purchinfo@austintexas.gov,51000,1426.8,1426.8,11/05/2018,11/04/2019,10,Competitive Acquisition,,ADMIN,Commodities (Goods),1,V00000932373,"ILLING COMPANY, INC.",N/A,IFB,1500,SLW1006REBID,09/23/2019,MA1500GA1900000081V00000932373
MA,1500,GR160000001,7,REVENUE CONTRACT SOLICITATION - SALE OF SCRAP METAL,,Central Purchasing Office Receptionist,(512) 974-2500,purchinfo@austintexas.gov,0.01,0,0,05/12/2016,05/11/2020,10,Competitive Acquisition,05/07/0016,15,Non-Professional Services,1,AUS0467250,AUSTIN METAL & IRON CO LP,AUSTIN PIPE & SUPPLY,RFP,1500,SLW0507,09/23/2019,MA1500GR1600000017AUS0467250
MA,1500,NA150000121,9,SCALE INSPECTION MAINTENANCE AND REPAIR,,Central Purchasing Office Receptionist,(512) 974-2500,purchinfo@austintexas.gov,75000,35231.79,25624.29,07/29/2015,07/28/2020,10,Competitive Acquisition,,ADMIN,Non-Professional Services,1,AZS8305940,A-1 SCALE SERVICE INC,N/A,IFB,1500,GLB0027,09/23/2019,MA1500NA1500001219AZS8305940
MA,1500,NA180000100,2,ELECTRONICS RECYCLING SERVICES,,Central Purchasing Office Receptionist,(512) 974-2500,purchinfo@austintexas.gov,157500,98124.5,92243.4,04/13/2018,04/12/2021,10,Competitive Acquisition,,ADMIN,Non-Professional Services,1,V00000903881,"UNIVERSAL RECYCLING TECHNOLOGIES, LLC",N/A,RFP,1500,SLW0524,09/23/2019,MA1500NA1800001002V00000903881
MA,1500,NA180000164,1,RECYCLING OF ALKYDS AND SOLVENTS,,Central Purchasing Office Receptionist,(512) 974-2500,purchinfo@austintexas.gov,213000,50000,1341.5,10/10/2018,10/09/2021,10,Competitive Acquisition,08/11/0018,34,Non-Professional Services,1,V00000934767,WASTE REPURPOSING INTERNATIONAL INC.,SMARTER SORTING,RFP,1500,SLW0523REBID,09/23/2019,MA1500NA1800001641V00000934767
MA,1500,NA190000026,1,LANDFILL GAS COLLECTION SERVICES,,Central Purchasing Office Receptionist,(512) 974-2500,purchinfo@austintexas.gov,600000,200000,42170.06,11/01/2018,10/31/2021,10,Competitive Acquisition,11/03/0018,16,Non-Professional Services,1,SCS4150000,STEARNS CONRAD AND SCHMIDT CONSULTING ENGINEERS INC,SCS FIELD SERVICES,RFP,1500,SLW3000,09/23/2019,MA1500NA1900000261SCS4150000
MA,1500,NA190000029,2,YOUTH EDUCATION PROGRAM,,Central Purchasing Office Receptionist,(512) 974-2500,purchinfo@austintexas.gov,600000,185240,54500,12/19/2018,12/18/2021,10,Competitive Acquisition,12/01/0018,030,Non-Professional Services,1,KEE2684250,KEEP AUSTIN BEAUTIFUL,N/A,RFP,1500,MHJ0117,09/23/2019,MA1500NA1900000292KEE2684250
MA,1500,NA190000036,2,REUSE MARKETING STRATEGY,,Central Purchasing Office Receptionist,(512) 974-2500,purchinfo@austintexas.gov,60000,59950,24931.5,02/13/2019,02/12/2020,10,Competitive Acquisition,,ADMIN,Non-Professional Services,1,V00000934657,ZEEHIVE LLC,ZELLMER MCCONNELL ADVERTISING,RFP,1500,MHJ3002,09/23/2019,MA1500NA1900000362V00000934657
MA,1500,NA190000075,1,RIGID PLASTICS RECYCLING SERVICES,,Central Purchasing Office Receptionist,(512) 974-2500,purchinfo@austintexas.gov,90000,25000,15260.55,01/31/2019,01/30/2021,10,Competitive Acquisition,,ADMIN,Non-Professional Services,1,VS0000007813,"BALCONES RECYCLING, INC.",N/A,IFB,1500,SLW1012,09/23/2019,MA1500NA1900000751VS0000007813
MA,1500,NA190000157,1,AUSTIN RESOURCE RECOVERY MASTER PLAN UPDATE,,Central Purchasing Office Receptionist,(512) 974-2500,purchinfo@austintexas.gov,500000,0,0,08/06/2019,08/05/2021,10,Competitive Acquisition,06/22/0019,67,Non-Professional Services,1,BUR0875000,BURNS & MCDONNELL ENGINEERING,N/A,RFP,1500,SLW3003,09/23/2019,MA1500NA1900001571BUR0875000
MA,1500,NA190000210,1,LATEX PAINT RECYCLING,,Central Purchasing Office Receptionist,(512) 974-2500,purchinfo@austintexas.gov,300000,0,0,08/29/2019,08/28/2022,10,Competitive Acquisition,08/10/0019,46,Non-Professional Services,1,V00000961319,"VISIONS PAINTS, INC.",N/A,RFP,1500,SLW3002,09/23/2019,MA1500NA1900002101V00000961319
MA,1500,NR190000006,1,RECYCLING OF EXPANDED POLYSTYRENE AND SIMILAR MATERIALS,,Central Purchasing Office Receptionist,(512) 974-2500,purchinfo@austintexas.gov,0,0,0,06/12/2019,06/11/2022,10,Competitive Acquisition,,ADMIN,Non-Professional Services,1,V00000956064,"RED ROCK RECYCLING, LLC",N/A,IFB,1500,SLW1021,09/23/2019,MA1500NR1900000061V00000956064
MA,1600,NA190000044,2,COMPLIANCE TECHNOLOGY SOLUTION -SHORT-TERM RENTAL PROGRAM,,Central Purchasing Office Receptionist,(512) 974-2500,purchinfo@austintexas.gov,49500,49500,49500,01/31/2019,01/30/2020,10,Competitive Acquisition,,ADMIN,Non-Professional Services,1,V00000951933,HOST COMPLIANCE LLC,N/A,RFQ,1600,MHJ2004,09/23/2019,MA1600NA1900000442V00000951933
MA,2200,GA150000061,9,CLAMPS AND COUPLINGS FOR WATER METERS,,Central Purchasing Office Receptionist,(512) 974-2500,purchinfo@austintexas.gov,275538,52962.19,52364.25,06/29/2015,06/28/2020,10,Competitive Acquisition,,ADMIN,Commodities (Goods),1,HUG8319237,CORE & MAIN LP,N/A,IFB,2200,STA1156,09/23/2019,MA2200GA1500000619HUG8319237
MA,2200,GA160000013,6,PVC WASTEWATER LINE FITTINGS,,Central Purchasing Office Receptionist,(512) 974-2500,purchinfo@austintexas.gov,636856,578977.95,566849.75,11/30/2015,11/29/2019,10,Competitive Acquisition,11/21/0015,50,Commodities (Goods),1,ACT7090725,ACT PIPE & SUPPLY INC,ACT PIPE & SUPPLY,IFB,2200,STA1166,09/23/2019,MA2200GA1600000136ACT7090725
MA,2200,GA160000030,7,ROLL-OFF CONTAINER GRIT DISPOSAL SERVICES,,Central Purchasing Office Receptionist,(512) 974-2500,purchinfo@austintexas.gov,1948128,867457,830664,02/19/2016,02/18/2020,10,Competitive Acquisition,02/06/0016,23,Commodities (Goods),1,V00000909850,"CENTRAL WASTE & RECYCLING, INC.",N/A,IFB,2200,STA1171,09/23/2019,MA2200GA1600000307V00000909850
MA,2200,GA160000030,7,ROLL-OFF CONTAINER GRIT DISPOSAL SERVICES,,Central Purchasing Office Receptionist,(512) 974-2500,purchinfo@austintexas.gov,1948128,867457,830664,02/19/2016,02/18/2020,10,Competitive Acquisition,02/06/0016,23,Commodities (Goods),2,V00000960745,"CENTRAL WASTE AND RECYCLING, LLC",N/A,IFB,2200,STA1171,09/23/2019,MA2200GA1600000307V00000960745
MA,2200,GA160000077,8,DUCTILE IRON FITTINGS & PIPE JOINT RESTRAINTS,,Central Purchasing Office Receptionist,(512) 974-2500,purchinfo@austintexas.gov,155411.52,93090.54,93090.54,08/01/2016,07/31/2020,10,Competitive Acquisition,,ADMIN,Commodities (Goods),1,HUG8319237,CORE & MAIN LP,N/A,IFB,2200,JXP0115,09/23/2019,MA2200GA1600000778HUG8319237
MA,2200,GA170000006,5,GATE VALVES,,Central Purchasing Office Receptionist,(512) 974-2500,purchinfo@austintexas.gov,621771,180747.2,175011.9,02/03/2017,02/02/2020,10,Competitive Acquisition,01/28/0016,28,Commodities (Goods),1,HUG8319237,CORE & MAIN LP,N/A,IFB,2200,JXP0122,09/23/2019,MA2200GA1700000065HUG8319237
