Posting Date,Contract Number,Description,Department,Recommended Action,Recommended Vendor,Contract Amount,MBE/WBE/DBE Participation,MBE/WBE/DBE type,Direct Participation,Indirect Participation,# of Bids Received,# of M/WBE Bids Received,CCA Concurs,Link
10/21/2016,1653-15478Q,Violence Prevention Capacity Building Grants,Justice Advisory Council - 205,Award,St. Jospeh Services,10000.00,,DNA,,,8,0,true,http://opendocs.cookcountyil.gov/procurement/intent-award/161026-Intent_to_Award_EDS.pdf
10/21/2016,1653-15478R,Violence Prevention Capacity Building Grants,Justice Advisory Council - 205,Award,Organizing Neighborhoods for Equality: Northside (ONE: Northside),10000.00,,DNA,,,8,0,true,http://opendocs.cookcountyil.gov/procurement/intent-award/161026-Intent_to_Award_EDS.pdf
10/21/2016,1653-15478S,Violence Prevention Capacity Building Grants,Justice Advisory Council - 205,Award,"Apna Ghar, Inc.",10000.00,,DNA,,,8,0,true,http://opendocs.cookcountyil.gov/procurement/intent-award/161026-Intent_to_Award_EDS.pdf
10/21/2016,1653-15478T,Violence Prevention Capacity Building Grants,Justice Advisory Council - 205,Award,H.O.P.E. Organization,10000.00,,DNA,,,8,0,true,http://opendocs.cookcountyil.gov/procurement/intent-award/161026-Intent_to_Award_EDS.pdf
10/21/2016,1653-15478U,Violence Prevention Capacity Building Grants,Justice Advisory Council - 205,Award,New Covenant Community Development,10000.00,,DNA,,,8,0,true,http://opendocs.cookcountyil.gov/procurement/intent-award/161026-Intent_to_Award_EDS.pdf
10/21/2016,1655-15557,Construction Management Services for CCHHS,Capital Planning and Policy - 031,Award,Faithful & Gould | Gilbane JV,11211949.00,,DNA,,,5,1,true,http://opendocs.cookcountyil.gov/procurement/intent-award/161026-Intent_to_Award_EDS.pdf
10/21/2016,1655-15557,,,,,,"Comprehensive Construction Consulting, Inc.",MBE (6),13.3,,,,,http://opendocs.cookcountyil.gov/procurement/intent-award/161026-Intent_to_Award_EDS.pdf
10/21/2016,1655-15557,,,,,,Coordinated Construction Project Control Services,MBE (9),8.5,,,,,http://opendocs.cookcountyil.gov/procurement/intent-award/161026-Intent_to_Award_EDS.pdf
10/21/2016,1655-15557,,,,,,"Onyx Architectrual Services, Inc.",MBE (6),6.2,,,,,http://opendocs.cookcountyil.gov/procurement/intent-award/161026-Intent_to_Award_EDS.pdf
10/21/2016,1655-15557,,,,,,"DSR Group, Inc.",MBE (9),8.5,,,,,http://opendocs.cookcountyil.gov/procurement/intent-award/161026-Intent_to_Award_EDS.pdf
10/21/2016,1530-15177,Professional Auditing Services,County Comptroller - 020,Award,RSM US LLP,4998720.00,,DNA,,,3,0,true,http://opendocs.cookcountyil.gov/procurement/intent-award/161026-Intent_to_Award_EDS.pdf
10/21/2016,1530-15177,,,,,,"E.C. Ortiz & Co., LLP",MBE (8),3.7,,,,,http://opendocs.cookcountyil.gov/procurement/intent-award/161026-Intent_to_Award_EDS.pdf
10/21/2016,1530-15177,,,,,,"Prado & Renteria CPAs, P.C.",MBE (9),12.4,,,,,http://opendocs.cookcountyil.gov/procurement/intent-award/161026-Intent_to_Award_EDS.pdf
10/21/2016,1530-15177,,,,,,"Benford Brown & Associtates, LLC",MBE (6),1.5,,,,,http://opendocs.cookcountyil.gov/procurement/intent-award/161026-Intent_to_Award_EDS.pdf
10/21/2016,1530-15177,,,,,,"Washington, Pittman & McKeever, LLC",MBE (6),17.5,,,,,http://opendocs.cookcountyil.gov/procurement/intent-award/161026-Intent_to_Award_EDS.pdf
11/16/2016,1635-15706,Moving Services,Clerk of Crct Crt Off.of Clerk - 335,Award,Big O Movers,1200000.00,Big O Movers,MBE (6),100,,5,4,true,http://opendocs.cookcountyil.gov/procurement/intent-award/161116-Intent_to_Award_EDS.pdf
11/16/2016,1511-15074A,Instructor Services,Office of the Sheriff - 210,Award,"CJASR, Inc.",2232000.00,,DNA,,,6,1,true,http://opendocs.cookcountyil.gov/procurement/intent-award/161116-Intent_to_Award_EDS.pdf
11/16/2016,1511-15074B,Instructor Services,Office of the Sheriff - 210,Award,"Michael J. Laird, Ltd.",264000.00,,DNA,,,6,1,true,http://opendocs.cookcountyil.gov/procurement/intent-award/161116-Intent_to_Award_EDS.pdf
11/16/2016,1511-15074C,Instructor Services,Office of the Sheriff - 210,Award,"O'Connor Law Offices, LLC",285300.00,,DNA,,,6,1,true,http://opendocs.cookcountyil.gov/procurement/intent-award/161116-Intent_to_Award_EDS.pdf
11/16/2016,1511-15074D,Instructor Services,Office of the Sheriff - 210,Award,Robert J. Hovey,128700.00,,DNA,,,6,1,true,http://opendocs.cookcountyil.gov/procurement/intent-award/161116-Intent_to_Award_EDS.pdf
11/16/2016,1511-15074E,Instructor Services,Office of the Sheriff - 210,Award,"Deer Rehabilitation Services, Inc.",164220.00,,DNA,,,6,1,true,http://opendocs.cookcountyil.gov/procurement/intent-award/161116-Intent_to_Award_EDS.pdf
11/16/2016,1628-15554,Electrical and Mechanical Item Maintenance,Transportation and Highways - 500,Award,"Meade, Inc",2877010.70,,DNA,,,2,0,true,http://opendocs.cookcountyil.gov/procurement/intent-award/161116-Intent_to_Award_EDS.pdf
11/16/2016,1628-15554,,,,,,Midco Electric Supply,WBE (7),10,,,,,http://opendocs.cookcountyil.gov/procurement/intent-award/161116-Intent_to_Award_EDS.pdf
11/16/2016,1628-15554,,,,,,Taylor Electric Company,MBE (6),24,,,,,http://opendocs.cookcountyil.gov/procurement/intent-award/161116-Intent_to_Award_EDS.pdf
11/16/2016,1618-15624,Printing and Mailing of Certified Notices of Tax Delinquencies,Treasurer Tax Sales Automation - 534,Award,"The Envelope Connection, Inc.",227760.00,"The Envelope Connection, Inc.",MBE (9),90,,2,1,true,http://opendocs.cookcountyil.gov/procurement/intent-award/161116-Intent_to_Award_EDS.pdf
11/16/2016,1618-15624,,,,,,"Envelopes Only, Inc.",WBE (7),10,,,,,http://opendocs.cookcountyil.gov/procurement/intent-award/161116-Intent_to_Award_EDS.pdf
11/16/2016,1685-15592,156th Street - Commercial Avenue to Halsted Street,Transportation and Highways - 500,Award,Capitol Cement Company,1227683.10,,DNA,,,5,3,true,http://opendocs.cookcountyil.gov/procurement/intent-award/161116-Intent_to_Award_EDS.pdf
11/16/2016,1685-15592,,,,,,J. Jasso,DBE,1.4,,5,3,true,http://opendocs.cookcountyil.gov/procurement/intent-award/161116-Intent_to_Award_EDS.pdf
11/16/2016,1685-15592,,,,,,"Diaz Group, LLC",DBE,2.6,,5,3,true,http://opendocs.cookcountyil.gov/procurement/intent-award/161116-Intent_to_Award_EDS.pdf
11/16/2016,1685-15592,,,,,,Cabo Construction Corp,DBE,31,,5,3,true,http://opendocs.cookcountyil.gov/procurement/intent-award/161116-Intent_to_Award_EDS.pdf
11/16/2016,1585-15344,Real Estate Information Database Subscriptions,*Countywide--Multiple Departments - 001,Award,"CoStar Realty Information, Inc.",316828.08,,DNA,,,DNA,DNA,true,http://opendocs.cookcountyil.gov/procurement/intent-award/161116-Intent_to_Award_EDS.pdf
11/16/2016,1614-15603,Contract Management System,Chief Procurement Officer - 030,Award,Gimmal Solutions/Prodagio LLC.,201888.00,,DNA,,,DNA,DNA,true,http://opendocs.cookcountyil.gov/procurement/intent-award/161116-Intent_to_Award_EDS.pdf
11/16/2016,1623-15712,Flexible-Fuel Vehicles/Hybrid Electric Vehicles,Office of the Sheriff - 210,Award,"Wright Automotive, Inc.",297674.00,,DNA,,,DNA,DNA,true,http://opendocs.cookcountyil.gov/procurement/intent-award/161116-Intent_to_Award_EDS.pdf
11/16/2016,1618-15773,Microsoft Premier Support Services,Office of the Chief Info. Officer - 009,Award,Microsoft Corporation,1821705.00,,DNA,,,DNA,DNA,true,http://opendocs.cookcountyil.gov/procurement/intent-award/161116-Intent_to_Award_EDS.pdf
12/09/2016,1623-15712,Flexible-Fuel Vehicles/Hybrid Electric Vehicles,*Countywide--Multiple Departments - 001,Award,"Wright Automotive, Inc.",297674.00,,DNA,,,DNA,DNA,true,http://opendocs.cookcountyil.gov/procurement/intent-award/161214-Intent_to_Award_EDS.pdf
12/09/2016,1611-15459R,Maintenance and Repair of Security Machines,Office of the Sheriff - 210,Award,"The Remi Group, LLC",1012850.32,,DNA,,,2,0,true,http://opendocs.cookcountyil.gov/procurement/intent-award/161214-Intent_to_Award_EDS.pdf
12/09/2016,1614-15614,Accounting and Cashiering System Professional Services: Support/Maintenance/Software,County Clerk - 110,Award,Business Microvar Inc d/b/a Interdyn BMI,264095.20,,DNA,,,DNA,DNA,true,http://opendocs.cookcountyil.gov/procurement/intent-award/161214-Intent_to_Award_EDS.pdf
12/09/2016,1530-14415A,Remote Alcohol Monitoring Services,Office of the Chief Judge - 310,Award,"Neinhouse Media, Inc. d/b/a CAM Systems",0.00,,DNA,,,3,0,true,http://opendocs.cookcountyil.gov/procurement/intent-award/161214-Intent_to_Award_EDS.pdf
12/09/2016,1530-14415B,Remote Alcohol Monitoring Services,Office of the Chief Judge - 310,Award,1A SMART START LLC,0.00,,DNA,,,3,0,true,http://opendocs.cookcountyil.gov/procurement/intent-award/161214-Intent_to_Award_EDS.pdf
12/09/2016,1585-14943,Real Estate Information Database Subscriptions,*Countywide--Multiple Departments - 001,Award,"CoStar Realty Information, Inc.",316828.08,,DNA,,,DNA,DNA,true,http://opendocs.cookcountyil.gov/procurement/intent-award/161214-Intent_to_Award_EDS.pdf
12/09/2016,1684-15657,"Maintenance, Repair, Parts & Labor for Buses and Heavy Duty Trucks (Zone 1)",*Countywide--Multiple Departments - 001,Award,"Acorn Garage, Inc.",984402.50,,DNA,,,1,0,true,http://opendocs.cookcountyil.gov/procurement/intent-award/161214-Intent_to_Award_EDS.pdf
12/09/2016,1684-15657,,,,,,"Carson's Tire Service, Inc.",MBE (6),,25,,,,http://opendocs.cookcountyil.gov/procurement/intent-award/161214-Intent_to_Award_EDS.pdf
12/09/2016,1684-15657,,,,,,"Southwest Spring, Inc.",WBE (7),10,,,,,http://opendocs.cookcountyil.gov/procurement/intent-award/161214-Intent_to_Award_EDS.pdf
12/09/2016,1611-15731,Fleet Fuel Card Services,Office of the Sheriff - 210,Award,WEX Bank,14250000.00,,DNA,,,DNA,DNA,true,http://opendocs.cookcountyil.gov/procurement/intent-award/161214-Intent_to_Award_EDS.pdf
12/09/2016,1611-15566,Linens,Office of the Sheriff - 210,Award,"Tabb Textiles Co., Inc.",303493.50,,DNA,,,8,2,true,http://opendocs.cookcountyil.gov/procurement/intent-award/161214-Intent_to_Award_EDS.pdf
12/09/2016,1611-15684,Ford X2Z Transit Wagons,Office of the Sheriff - 210,Award,"Sutton Ford, Inc.",177265.68,,DNA,,,1,1,true,http://opendocs.cookcountyil.gov/procurement/intent-award/161214-Intent_to_Award_EDS.pdf
12/09/2016,1518-14825,Countywide Credit and Debit Card Acceptance,*Countywide--Multiple Departments - 001,Award,"LexisNexis VitalChek Network, Inc.",,,DNA,,,6,0,true,http://opendocs.cookcountyil.gov/procurement/intent-award/161214-Intent_to_Award_EDS.pdf
12/09/2016,1518-14825,,,,,,"d'Escoto, Inc.",MBE (9),37.4,,,,,http://opendocs.cookcountyil.gov/procurement/intent-award/161214-Intent_to_Award_EDS.pdf
12/09/2016,1590-14365B,Unified Communications Support and Maintenance of Current System,Office of Chief Info. Officer - 009,Award,"Arrow Systems Integration, Inc .",10377470.80,Full Waiver Granted,DNA,,,2,0,true,http://opendocs.cookcountyil.gov/procurement/intent-award/161214-Intent_to_Award_EDS.pdf
12/09/2016,1630-15529,Leasing of Multi-Function Digital (MFD) Copiers/Printers,Office of Chief Info. Officer - 009,Award,Toshiba Business Solutions,5273091.00,,DNA,,,3,0,true,http://opendocs.cookcountyil.gov/procurement/intent-award/161214-Intent_to_Award_EDS.pdf
12/09/2016,1630-15529,,,,,,Mind Your Manners dba The William Everett Group,MBE (6),12.5,,,,,http://opendocs.cookcountyil.gov/procurement/intent-award/161214-Intent_to_Award_EDS.pdf
12/09/2016,1630-15529,,,,,,Cost/Copy Consultant,MBE (7),5,,,,,http://opendocs.cookcountyil.gov/procurement/intent-award/161214-Intent_to_Award_EDS.pdf
12/09/2016,1653-15486A,"Violence Prevention, Intervention, and Reduction Demonstration Grants ($100,000)",Justice Advisory Council - 205,Award,Westside Health Authority,100000.00,,DNA,,,41,0,true,http://opendocs.cookcountyil.gov/procurement/intent-award/161214-Intent_to_Award_EDS.pdf
12/09/2016,1653-15486B,"Violence Prevention, Intervention, and Reduction Demonstration Grants ($100,000)",Justice Advisory Council - 205,Award,New Life Centers of Chicagoland,100000.00,,DNA,,,41,0,true,http://opendocs.cookcountyil.gov/procurement/intent-award/161214-Intent_to_Award_EDS.pdf
12/09/2016,1653-15486C,"Violence Prevention, Intervention, and Reduction Demonstration Grants ($100,000)",Justice Advisory Council - 205,Award,The Miracle Center,99999.60,,DNA,,,41,0,true,http://opendocs.cookcountyil.gov/procurement/intent-award/161214-Intent_to_Award_EDS.pdf
12/09/2016,1653-15486D,"Violence Prevention, Intervention, and Reduction Demonstration Grants ($100,000)",Justice Advisory Council - 205,Award,Metropolitan Family Services,100000.00,,DNA,,,41,0,true,http://opendocs.cookcountyil.gov/procurement/intent-award/161214-Intent_to_Award_EDS.pdf
12/09/2016,1653-15486E,"Violence Prevention, Intervention, and Reduction Demonstration Grants ($100,000)",Justice Advisory Council - 205,Award,Alliance for Local Service Organizations (ALSO),99998.90,,DNA,,,41,0,true,http://opendocs.cookcountyil.gov/procurement/intent-award/161214-Intent_to_Award_EDS.pdf
12/09/2016,1653-15486F,"Violence Prevention, Intervention, and Reduction Demonstration Grants ($100,000)",Justice Advisory Council - 205,Award,Lights of Zion Ministries,100000.00,,DNA,,,41,0,true,http://opendocs.cookcountyil.gov/procurement/intent-award/161214-Intent_to_Award_EDS.pdf
12/09/2016,1653-15484G,"Violence Prevention, Intervention, and Reduction Demonstration Grants ($100,000)",Justice Advisory Council - 205,Award,Precious Blood Ministry of Reconciliation,100000.00,,DNA,,,41,0,true,http://opendocs.cookcountyil.gov/procurement/intent-award/161214-Intent_to_Award_EDS.pdf
01/13/2017,1613-15438,Janitorial Supplies,*Countywide--Multiple Departments - 001,Award,"Inter City Supply Company, Inc.",2554983.28,"Inter-City Supply Co., Inc.",MBE (6),90,,7,7,true,http://opendocs.cookcountyil.gov/procurement/intent-award/170113-Intent_to_Award_EDS.pdf
01/13/2017,1613-15438,,,,,,"Anchor Staffing, Inc.",WBE (6),,5,,,,http://opendocs.cookcountyil.gov/procurement/intent-award/170113-Intent_to_Award_EDS.pdf
01/13/2017,1613-15438,,,,,,Silk Screen Express,WBE (7),,5,,,,http://opendocs.cookcountyil.gov/procurement/intent-award/170113-Intent_to_Award_EDS.pdf
01/13/2017,1545-15191R,Bulk Mixed Paper Collections and Recycling Services,Dept of Facilities/Mgmt - 200,Award,"Midway Moving and Storage, Inc.",,,DNA,,,3,0,true,http://opendocs.cookcountyil.gov/procurement/intent-award/170113-Intent_to_Award_EDS.pdf
01/13/2017,1645-15577,Plumbing Supplies,Dept of Facilities/Mgmt - 200,Award,"Marco Supply Company, Inc. dba Johnson Pipe and Supply Corp.",798476.73,,DNA,,,3,2,true,http://opendocs.cookcountyil.gov/procurement/intent-award/170113-Intent_to_Award_EDS.pdf
01/13/2017,1645-15577,,,,,,Inter-City Supply Company,WBE (6),,10,,,,http://opendocs.cookcountyil.gov/procurement/intent-award/170113-Intent_to_Award_EDS.pdf
01/13/2017,1645-15577,,,,,,Boye Janitorial Service,MBE (6),,25,,,,http://opendocs.cookcountyil.gov/procurement/intent-award/170113-Intent_to_Award_EDS.pdf
01/13/2017,1645-15346R,Filter Supplies,Dept of Facilities/Mgmt - 200,Award,Production Distribution Companies,533515.61,"Production Distribution Company, Inc.",MBE (6),90,,4,3,true,http://opendocs.cookcountyil.gov/procurement/intent-award/170113-Intent_to_Award_EDS.pdf
01/13/2017,1645-15346R,,,,,,Inter-City Supply Company,WBE (6),,10,,,,http://opendocs.cookcountyil.gov/procurement/intent-award/170113-Intent_to_Award_EDS.pdf
01/13/2017,1590-14861,Oblique Aerial Mission,Office of the Chief Info. Officer - 009,Award,Pictometry International Corporation,224437.50,,Full Waiver Granted,,,3,0,true,http://opendocs.cookcountyil.gov/procurement/intent-award/170113-Intent_to_Award_EDS.pdf
01/13/2017,1635-15449,X-Ray Machine,Medical Examiner - 259,Award,"Lodox NA, LLC",443000.00,,DNA,,,1,0,true,http://opendocs.cookcountyil.gov/procurement/intent-award/170113-Intent_to_Award_EDS.pdf
01/13/2017,1685-15506,Professional Architectural and Engineering Service for the Department of Corrections Div. 1  &  DIV. 1A  Demolition,Capital Planning and Policy - 031,Award,"Milhouse Engineering & Construction, Inc.",866546.33,"Milhouse Engineering & Consturciton, Inc.",MBE (6),100,,5,2,true,http://opendocs.cookcountyil.gov/procurement/intent-award/170113-Intent_to_Award_EDS.pdf
01/13/2017,1625-15353R,Telecommunications Materials,Office of the Chief Info. Officer - 009,Award,"Kasc, Inc. d/b/a  C&C Communications, Inc.",845141.92,,,,,2,1,true,http://opendocs.cookcountyil.gov/procurement/intent-award/170113-Intent_to_Award_EDS.pdf
01/13/2017,1625-15353R,,,,,,Midco Electric,WBE (7),10,,,,,http://opendocs.cookcountyil.gov/procurement/intent-award/170113-Intent_to_Award_EDS.pdf
01/13/2017,1625-15353R,,,,,,BLG Technologies,MBE (8),25,,,,,http://opendocs.cookcountyil.gov/procurement/intent-award/170113-Intent_to_Award_EDS.pdf
01/13/2017,1611-15698,Vehicle Leasing,*Countywide--Multiple Departments - 001,Award,"Enterprise Fleet Management, Inc.",241661.88,,DNA,,,1,0,true,http://opendocs.cookcountyil.gov/procurement/intent-award/170113-Intent_to_Award_EDS.pdf
02/08/2017,1545-15104,"Switchgear, Preventive Maintenance, Repair and Replacement of Electrical Distribution Equipment",Dept of Facilities/Mgmt - 200,Award,"Prime Electric Company, Inc.",2056256.00,,DNA,,,4,1,true,http://opendocs.cookcountyil.gov/procurement/intent-award/170208-Intent_to_Award_EDS.pdf
02/08/2017,1545-15104,,,,,,Evergreen Supply Co.,WBE (7),10,,,,,http://opendocs.cookcountyil.gov/procurement/intent-award/170208-Intent_to_Award_EDS.pdf
02/08/2017,1545-15104,,,,,,"MZI Group, Inc.",MBE (8),25,,,,,http://opendocs.cookcountyil.gov/procurement/intent-award/170208-Intent_to_Award_EDS.pdf
02/08/2017,1784-16135,Unarmed Security Guard Service,Dept of Facilities/Mgmt - 200,Award,"Star Detective & Security Agency, Inc.",443856.00,"Star Detective & Security Agency, Inc.",MBE (6),90,,8,5,true,http://opendocs.cookcountyil.gov/procurement/intent-award/170208-Intent_to_Award_EDS.pdf
02/08/2017,1784-16135,,,,,,"All Points Security & Detective, Inc.",WBE (6),10,,,,,http://opendocs.cookcountyil.gov/procurement/intent-award/170208-Intent_to_Award_EDS.pdf
02/08/2017,1684-15315A,Auto Body Repair for Zone 3,*Countywide--Multiple Departments - 001,Award,"Kerrys Auto Body, Inc.",384500.00,"Kerry's Auto Body, Inc.",WBE (7),75,,1,1,true,http://opendocs.cookcountyil.gov/procurement/intent-award/170208-Intent_to_Award_EDS.pdf
02/08/2017,1684-15315A,,,,,,"Tri-Angle Fabrication & Body Co., Inc.",MBE (9),25,,,,,http://opendocs.cookcountyil.gov/procurement/intent-award/170208-Intent_to_Award_EDS.pdf
02/08/2017,1684-15315B,Auto Body Repair for Zone 4,*Countywide--Multiple Departments - 001,Award,"Mac Auto Repair, Inc.",260200.00,,DNA,,,2,1,true,http://opendocs.cookcountyil.gov/procurement/intent-award/170208-Intent_to_Award_EDS.pdf
02/08/2017,1684-15315B,,,,,,"B & L Distributors, Inc.",WBE (7),,0.5,,,,http://opendocs.cookcountyil.gov/procurement/intent-award/170208-Intent_to_Award_EDS.pdf
02/08/2017,1684-15315B,,,,,,Kathleen Orlando & Associates,WBE (7),,1,,,,http://opendocs.cookcountyil.gov/procurement/intent-award/170208-Intent_to_Award_EDS.pdf
02/08/2017,1684-15315B,,,,,,XL Towing & Storage,WBE (7),,1.2,,,,http://opendocs.cookcountyil.gov/procurement/intent-award/170208-Intent_to_Award_EDS.pdf
02/08/2017,1684-15315B,,,,,,"Mac Auto Repair, inc.",MBE (9),90,,,,,http://opendocs.cookcountyil.gov/procurement/intent-award/170208-Intent_to_Award_EDS.pdf
